date,bikes_hired
04/06/2020,27.752
05/06/2020,28.586
06/06/2020,27.731
07/06/2020,39.225
08/06/2020,28.859
09/06/2020,36.702
10/06/2020,16.957
11/06/2020,24.710
12/06/2020,26.990
13/06/2020,65.045
14/06/2020,57.516
15/06/2020,37.990
16/06/2020,37.758
17/06/2020,26.514
18/06/2020,25.666
19/06/2020,36.582
20/06/2020,64.041
21/06/2020,45.485
22/06/2020,43.004
23/06/2020,48.287
24/06/2020,52.131
25/06/2020,52.389
26/06/2020,50.978
27/06/2020,41.381
28/06/2020,42.221
29/06/2020,32.538
30/06/2020,28.707
01/07/2020,31.474
02/07/2020,28.054
03/07/2020,37.423
04/07/2020,42.173
05/07/2020,47.227
06/07/2020,33.688
07/07/2020,32.208
08/07/2020,22.306
09/07/2020,26.128
10/07/2020,38.143
11/07/2020,51.371
12/07/2020,49.653
13/07/2020,35.317
14/07/2020,35.224
15/07/2020,34.126
16/07/2020,37.401
17/07/2020,46.734
18/07/2020,56.654
19/07/2020,33.988
20/07/2020,39.255
21/07/2020,40.542
22/07/2020,41.579
23/07/2020,40.105
24/07/2020,40.929
25/07/2020,24.828
26/07/2020,34.216
27/07/2020,23.892
28/07/2020,37.887
29/07/2020,41.163
30/07/2020,43.105
31/07/2020,43.267
01/08/2020,49.591
02/08/2020,44.097
03/08/2020,36.822
04/08/2020,41.429
05/08/2020,42.674
06/08/2020,41.172
07/08/2020,43.349
08/08/2020,47.667
09/08/2020,44.699
10/08/2020,40.033
11/08/2020,43.139
12/08/2020,41.957
13/08/2020,34.296
14/08/2020,30.322
15/08/2020,30.834
16/08/2020,32.727
17/08/2020,32.065
18/08/2020,39.694
19/08/2020,20.690
20/08/2020,42.900
21/08/2020,35.563
22/08/2020,44.600
23/08/2020,37.229
24/08/2020,31.659
25/08/2020,27.213
26/08/2020,41.188
27/08/2020,23.767
28/08/2020,27.689
29/08/2020,29.091
30/08/2020,35.248
31/08/2020,39.872
01/09/2020,36.669
02/09/2020,31.809
03/09/2020,30.832
04/09/2020,35.992
05/09/2020,42.640
06/09/2020,39.964
07/09/2020,32.954
08/09/2020,38.508
09/09/2020,39.425
10/09/2020,40.273
11/09/2020,38.358
12/09/2020,47.615
13/09/2020,47.141
14/09/2020,31.631
15/09/2020,43.592
16/09/2020,43.355
17/09/2020,42.033
18/09/2020,42.106
19/09/2020,51.764
20/09/2020,47.835
21/09/2020,38.776
22/09/2020,46.181
23/09/2020,30.731
24/09/2020,32.999
25/09/2020,30.833
26/09/2020,34.352
27/09/2020,26.694
28/09/2020,33.146
29/09/2020,32.116
30/09/2020,27.200
01/10/2020,34.441
02/10/2020,12.207
03/10/2020,21.909
04/10/2020,8.779
05/10/2020,25.748
06/10/2020,30.723
07/10/2020,34.225
08/10/2020,29.150
09/10/2020,29.389
10/10/2020,34.838
11/10/2020,34.123
12/10/2020,21.308
13/10/2020,20.948
14/10/2020,29.591
15/10/2020,30.112
16/10/2020,33.858
17/10/2020,34.167
18/10/2020,31.540
19/10/2020,29.221
20/10/2020,32.568
21/10/2020,17.842
22/10/2020,31.992
23/10/2020,32.333
24/10/2020,26.255
25/10/2020,27.462
26/10/2020,29.578
27/10/2020,21.496
28/10/2020,27.747
29/10/2020,21.958
30/10/2020,29.425
31/10/2020,23.300
01/11/2020,25.625
02/11/2020,27.663
03/11/2020,28.623
04/11/2020,36.971
05/11/2020,19.762
06/11/2020,21.849
07/11/2020,40.469
08/11/2020,31.318
09/11/2020,19.955
10/11/2020,24.860
11/11/2020,23.661
12/11/2020,25.865
13/11/2020,25.767
14/11/2020,15.491
15/11/2020,22.687
16/11/2020,19.152
17/11/2020,23.524
18/11/2020,23.011
19/11/2020,20.455
20/11/2020,18.225
21/11/2020,35.358
22/11/2020,35.315
23/11/2020,21.680
24/11/2020,22.773
25/11/2020,22.103
26/11/2020,23.694
27/11/2020,23.667
28/11/2020,34.416
29/11/2020,27.107
30/11/2020,19.199
01/12/2020,22.282
02/12/2020,24.615
03/12/2020,14.619
04/12/2020,22.624
05/12/2020,31.470
06/12/2020,20.583
07/12/2020,19.778
08/12/2020,21.625
09/12/2020,23.013
10/12/2020,23.516
11/12/2020,24.943
12/12/2020,29.258
13/12/2020,13.220
14/12/2020,15.959
15/12/2020,26.241
16/12/2020,17.574
17/12/2020,22.945
18/12/2020,18.542
19/12/2020,16.643
20/12/2020,17.397
21/12/2020,11.190
22/12/2020,14.805
23/12/2020,13.215
24/12/2020,15.630
25/12/2020,17.741
26/12/2020,12.557
27/12/2020,17.726
28/12/2020,12.631
29/12/2020,14.666
30/12/2020,17.079
31/12/2020,15.004
01/01/2021,10.981
02/01/2021,17.560
03/01/2021,13.616
04/01/2021,10.374
05/01/2021,9.566
06/01/2021,12.382
07/01/2021,12.593
08/01/2021,11.387
09/01/2021,19.696
10/01/2021,13.796
11/01/2021,11.687
12/01/2021,11.761
13/01/2021,8.589
14/01/2021,6.731
15/01/2021,13.989
16/01/2021,12.296
17/01/2021,24.892
18/01/2021,12.987
19/01/2021,12.765
20/01/2021,9.216
21/01/2021,15.093
22/01/2021,16.854
23/01/2021,24.456
24/01/2021,6.632
25/01/2021,13.250
26/01/2021,10.898
27/01/2021,12.479
28/01/2021,13.783
29/01/2021,14.807
30/01/2021,7.915
31/01/2021,16.730
01/02/2021,12.563
02/02/2021,14.459
03/02/2021,13.017
04/02/2021,11.153
05/02/2021,19.520
06/02/2021,19.063
07/02/2021,6.252
08/02/2021,6.725
09/02/2021,7.263
10/02/2021,11.723
11/02/2021,11.144
12/02/2021,11.859
13/02/2021,15.958
14/02/2021,14.034
15/02/2021,13.491
16/02/2021,12.393
17/02/2021,12.945
18/02/2021,16.279
19/02/2021,17.584
20/02/2021,39.918
21/02/2021,33.629
22/02/2021,13.922
23/02/2021,21.689
24/02/2021,22.259
25/02/2021,18.457
26/02/2021,29.662
27/02/2021,52.427
28/02/2021,31.418
01/03/2021,18.213
02/03/2021,19.220
03/03/2021,12.412
04/03/2021,15.502
05/03/2021,20.347
06/03/2021,30.874
07/03/2021,28.887
08/03/2021,18.573
09/03/2021,25.686
10/03/2021,11.251
11/03/2021,16.827
12/03/2021,18.981
13/03/2021,24.105
14/03/2021,21.973
15/03/2021,16.467
16/03/2021,18.954
17/03/2021,18.881
18/03/2021,16.880
19/03/2021,26.747
20/03/2021,34.910
21/03/2021,32.886
22/03/2021,25.234
23/03/2021,24.057
24/03/2021,22.990
25/03/2021,20.543
26/03/2021,17.517
27/03/2021,40.106
28/03/2021,23.886
29/03/2021,34.568
30/03/2021,50.325
31/03/2021,40.431
01/04/2021,36.452
02/04/2021,39.025
03/04/2021,33.866
04/04/2021,47.487
05/04/2021,26.778
06/04/2021,22.331
07/04/2021,24.413
08/04/2021,27.051
09/04/2021,30.377
10/04/2021,23.647
11/04/2021,31.368
12/04/2021,28.606
13/04/2021,29.337
14/04/2021,30.835
15/04/2021,26.080
16/04/2021,33.857
17/04/2021,42.994
18/04/2021,36.369
19/04/2021,30.124
20/04/2021,35.594
21/04/2021,30.094
22/04/2021,32.079
23/04/2021,34.629
24/04/2021,45.261
25/04/2021,29.672
26/04/2021,26.159
27/04/2021,30.573
28/04/2021,21.840
29/04/2021,27.609
30/04/2021,28.821
01/05/2021,34.622
02/05/2021,30.606
03/05/2021,21.096
04/05/2021,22.318
05/05/2021,22.803
06/05/2021,27.214
07/05/2021,31.252
08/05/2021,22.404
09/05/2021,34.406
10/05/2021,26.169
11/05/2021,30.609
12/05/2021,31.712
13/05/2021,24.696
14/05/2021,31.624
15/05/2021,28.803
16/05/2021,17.714
17/05/2021,21.025
18/05/2021,27.761
19/05/2021,29.516
20/05/2021,27.195
21/05/2021,21.444
22/05/2021,29.995
23/05/2021,22.105
24/05/2021,21.311
25/05/2021,29.205
26/05/2021,32.433
27/05/2021,37.825
28/05/2021,32.904
29/05/2021,49.814
30/05/2021,47.763
31/05/2021,53.069
01/06/2021,46.109
02/06/2021,46.206
03/06/2021,47.170
04/06/2021,22.742
05/06/2021,56.900
06/06/2021,41.571
07/06/2021,39.528
08/06/2021,44.784
09/06/2021,46.622
10/06/2021,44.437
11/06/2021,44.164
12/06/2021,56.284
13/06/2021,48.648
14/06/2021,41.072
15/06/2021,44.254
16/06/2021,44.040
17/06/2021,30.025
18/06/2021,19.019
19/06/2021,35.694
20/06/2021,28.862
21/06/2021,20.308
22/06/2021,35.374
23/06/2021,42.286
24/06/2021,40.655
25/06/2021,39.245
26/06/2021,49.956
27/06/2021,29.857
28/06/2021,28.726
29/06/2021,31.705
30/06/2021,36.876
01/07/2021,41.628
02/07/2021,42.389
03/07/2021,39.874
04/07/2021,32.720
05/07/2021,30.621
06/07/2021,24.198
07/07/2021,38.154
08/07/2021,38.050
09/07/2021,39.283
10/07/2021,40.187
11/07/2021,41.697
12/07/2021,26.207
13/07/2021,38.752
14/07/2021,41.440
15/07/2021,38.928
16/07/2021,42.995
17/07/2021,52.076
18/07/2021,46.573
19/07/2021,38.150
20/07/2021,39.599
21/07/2021,44.450
22/07/2021,46.441
23/07/2021,43.689
24/07/2021,36.858
25/07/2021,18.928
26/07/2021,35.746
27/07/2021,36.757
28/07/2021,26.479
29/07/2021,41.800
30/07/2021,27.711
31/07/2021,35.245
